tweet,topic,sentiment_label,sentiment_score
aint stressin bitch aint depression,0,0,-0.4823057
exercising regularly cuts risk depression 16 study suggests pictwittercomwyitollxqi,0,1,0.21363622
struggling deep depression eating disorder met girl loved rwby promised got better wed hang recover watched rwby first time obtained best friend rwby still reminds hard things,0,1,-0.18124506
suppose thats kind thing occasionally writing fear anxiety pain depression day day things think aboutlive constantly,0,1,-0.41340768
moms depression tied kids emotional intellectualdevelopment,0,0,-0.6960396
reuters health mothers depression linked childrens development infancy adolescence according new study researchers studied 875 middle,0,0,-0.5695392
depression killer faith,2,0,-0.81927085
silouhette sunset smoke cigarette compress depression,0,0,-0.47850993
back practical things partners depression comes back,0,0,-0.57763857
fucking scared someone would prove depression thoughts knew scared didnt give shit,0,0,-0.91088027
depression bitch,0,0,-0.8957972
every time see facebook profile imagine death depression everyone see profile say asking help one noticed,0,1,-0.40523183
post savage depression led girls new obsession,0,0,-0.64719063
draft project strong idea perspective startup click join envisions truthfulness accountability transparency depression community,0,2,0.6092706
dosage depression emsam weight gain,0,1,-0.4458534
depression nap time emoji smiling faceemoji smiling face,0,2,0.68740827
foursome anxiety stress depression,0,0,-0.5946723
great blog piece dealing stress,0,2,0.86289597
getting depression nap,0,1,-0.1426658
earth sit thinking depression someone doesnt deserve,0,0,-0.91124725
vaastu living pallavi depression vaastu part 1in episode discuss impacts depression vaastu combat using vaastu principlesfor visit link,0,1,-0.16938315
moms depression tied kids emotional intellectual development,0,0,-0.648402
vaastu living pallavi depression vaastu part 2in episode discuss impacts depression vaastu combat using vaastu principlesfor visit link,0,1,-0.16489807
struggling depression right nowi panic attacks every time sit desk feel adriftand frequently regret becoming actor regret intensified ever since girl colleges drama department got engaged prince harry,0,0,-0.81826806
annual depression set put everything hold till least midjune,0,1,-0.24307266
back high depression goemoji slightly smiling face,0,1,0.046092495
jeff goldblums live instagram story opticians trying new glasses buy want know helps cure depression,0,1,0.3807255
risk fatal respiratory depression particularly patients previously treated strong opioid analgesic manufacturer recommends use opioid tolerant patients give telling courts wont live past 5 mins ventilator,2,0,-0.7340985
woke 9am study finals ive done today depression nap emoji sleeping face,0,1,0.10032656
thought theses day mental health matters 17 year old calls docs get call back says depression told manage receptionist theres worst people really,0,0,-0.883463
obama came office 2 warswall sthousing market car companies troublehe stopped us great depression lowered deficit terrorist around b4 obama dems raised deficit 2 pay 2 wars george started gop raised 2 give rich tax cuts,0,1,-0.29327616
something already stressing point literally triggering depressionanxiety go full force yet someone wont stop bringing stressful situation making things worse overwhelming already pictwittercompvb6ig1fkm,0,0,-0.94523185
tk comments people depression dread hearing,0,0,-0.81140256
exercising regularly cuts risk depression 16 study suggests pictwittercom2r73iqe4hd,0,1,0.18513183
id much rather put neurotoxins body regardless dose fact neurotoxin buddy lowers iq connected adhd depression ill pass like ive said ill good luck,0,1,-0.06273948
depression diet food eat matters,0,1,-0.24703315
therapy safe effective treatment option youre interested learning seeing tms right contact office today,0,2,0.5907364
love u r sad n u reach almost everyone grab coffee u dont end crying ur room one wants see u cause u r sad l0l depression fun kids dont trust ur parents either also ditch u,0,0,-0.9548889
moms depression tied kids emotional intellectual development,0,0,-0.648402
therapy safe effective treatment option youre interested learning seeing tms right contact office today,0,2,0.5907364
kya meri tweets ap ko depression hota hai becoz every time share quran pak ayat hadees u wanttell openu change muslimi muslim muslimin sha allah,0,1,-0.29661566
depression dinner,0,0,-0.67302126
moms depression tied kids emotional intellectual development,0,0,-0.648402
water bottles peanut butter sandwiches depression diet,0,1,-0.113558196
taes medicine heal crippling depression,0,1,-0.021985918
around half year ago experiencing symptoms depression diagnosed 3 months ago scratching point bleeding still happening,0,0,-0.8235143
welp im goign depression,0,0,-0.64523846
many health conditions affect qualityfrom asthma allergies depression dementia connections know pictwittercomsualujliwi,0,0,-0.55396646
need help healing grief heartache podcast full surefire techniques healing coping breakup divorce death loved one pet pictwittercomesgbroknjt,0,1,-0.043559305
difference anxious every anxiety difference sad depression know difference go read book open mouth try tell someone get,0,1,-0.33434996
precisely point im single purpose anxiety depression issues dont want make another person deal issues used think problems would go away relationship realized true,2,0,-0.6710355
struggle depression anxiety offer area g4 recoverysupport ministry look curriculum check website,0,1,-0.15968816
real food potent ally depression,0,1,-0.0192298
cat depression signs causes treat,0,1,-0.4548568
signs symptoms depression teenagers ask experts questions twitter chat teen depression may 3 3 pm et pictwittercompmbea8df5p,0,1,-0.27545488
cmo shares concrete strategies beating blues,0,1,0.081689484
teen charged manslaughter encouraged friends suicide maya murphy pc pictwittercomvkreuw83jm,0,0,-0.7807234
moms depression tied kids emotional intellectual development pictwittercomuhbsxsept7,0,0,-0.5517242
next step beating depression deleting sad music phone im sorry abel love death heart cant take emoji shushing face,0,0,-0.82127446
modern society making us depressed entertaining podcast looks extrinsic values western culture produces like junk food ingesting abundance junk values driving alarming rise depression society,0,0,-0.93868685
real treatable condition take online selfassessment determine seek professional help visit,0,1,-0.101858966
day 1 admitting problemyou cant exactly help recovery something dont admit problem first place problem depression anxiety need professional help itfrom plan work towards,0,0,-0.6765341
emoji loudly crying face agree luna depression support group pretty much sounds like kind thing first youve got depressive tendencies requires planning try stick around people know go sort cycles know,0,1,-0.39066565
took fattest l several ap classes im thriving im glad anxiety depression emoji face cowboy hat,5,2,0.8601448
ketamine could become first new depression drug 30 years,0,1,0.025466636
know warning signs eating disorders important pay attention especially child experienced sort trauma sudden life change may struggle depression,0,1,-0.43596804
cant guarantee youll turn superman consistent usage customers feeling super pictwittercomggbptcfyks,8,1,-0.17292142
gets left behind teenage years replaced intense memes depression honestly bad tbh,0,0,-0.9565686
depression pictwittercomap6j1plfxb,0,1,-0.33916578
someone comes comfort dealing anxiety depression mental illness love everything go story one time anxious really sad,0,1,0.13124721
depression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choice,0,0,-0.6234893
every thought battle every breath war dont think im winning anymorei cant eat cant sleep im well terms functional human every little thing constant reminder escape depression sickness matter,0,0,-0.67536986
battling deep ass round depression last week havent even twitter watch kanye lose little credibility left,0,0,-0.8827569
certainly enjoy havimg depression,0,2,0.4289583
anxiety mixed depression worst emoji persevering face,0,0,-0.78860545
low priority sectioncurb depressiongo rehabacknowledge behavior sign oncoming societal collapse another dark ages,0,0,-0.77294165
wrote piece blog called benefits writing mental health read mentioned piece story wrote help depression share blog,0,1,0.17321017
keep eye neurostars first national tv ad airing week spreading awareness tms therapy depression,0,1,0.27195954
holding baby cured depression cleared skin dude,0,2,0.6544434
sucking dick cures depression,0,0,-0.9414276
depression kicking 3 im listening daughter pictwittercom5ugzrjj8zh,0,1,-0.26093006
pretending depression isnt constantly smothering pictwittercom18e0c9dycr,0,0,-0.53221965
well geeez ashley dont know suffer depression well trying cheer thank rudely educating,4,0,-0.42966944
need know spotting signs young people work bring close contact teens 3 common symptoms watch,0,1,-0.007370468
please pray people struggling depression especially youth im er daughter right took bag pills suicide note school today spirit suicide go,0,0,-0.5797041
indeedemoji electric light bulbwhat thinkwe need new ways treating,0,1,0.061704747
remembering dad weeks passing losing last straw thing finally broke pictwittercomaemtrt94vp,0,0,-0.48522907
medication crisis catalyst depression recovery rebuilding polymath creativity,0,1,0.09109234
battling anxiety depression emoji person folded hands medium dark skin tone pictwittercom99vmshcbsv,0,1,-0.39063254
maybe stand outside sun 24 hours ill soak enough sun cure depression week,0,1,0.44100824
bout make much difference less depression,0,2,0.51288164
suicide joke depression joke mental illness joke quit faking suicides clout notices attention etc shit okay people actually struggle suicidal thoughts etc taken seriously bc shitty ass people faking suicides,0,0,-0.95133626
wena audiomy remedy depression,0,1,-0.22995335
fill time day people enrich shut noise,0,0,-0.6108546
saturday morning rve mvment class depressed wanted alone idk actual depression sleep debt hungry maybe,0,0,-0.6637577
like know youll antidepressants life,0,1,0.024415374
cause cancer cause depression trigger anxiety possibly trigger schizophrenia,0,0,-0.82023376
lmao someone come slap depression pls n thx,0,0,-0.49616328
work teens want know spotting signs young people 3 common symptoms watch,0,1,-0.07741371
deserve nobel peace prize punching bitch face told im using depressionptsd caused brothers death less year ago excuse get job,0,0,-0.9559322
depression hits anxiety,0,0,-0.77012014
moms depression tied kids emotional intellectual development,0,0,-0.648402
rain dark skys muddy streaks reflect depression vibrant colors reflect state happiness state mind cloudswanting see colors feel pain key emoji key wan na fly high skyemoji sparkles,0,1,-0.011439547
hate depression flares personally like cmon got shit stop making weepy depressed asshole,0,0,-0.97903913
look depression pictwittercomlxeyrwlmlv,0,1,-0.15243652
love depression music,0,2,0.6818102
cant relate depression jokes atm manic bitches wheres relatable inappropriately excited chaotic content reaction images im drawing 5 pics simultaneously 3am thinking dumb shit buy next mood,0,0,-0.65727293
fresh news moms depression tied kids emotional intellectual development published creative tips,0,1,-0.09170386
whole drama surrounding tells two things nigerians clue mental healthdepression twitter friendly place,0,1,-0.33361706
think depression manifested aggression ive never wanted beat somebodys ass much,0,0,-0.9673649
reason raining depression come back shadows,0,0,-0.5759067
hqs depression even thing,0,0,-0.65397877
vast majority people mental illness violent wasnt depression anxiety mere eccentricity even kind delusions unlikely acted violently clear signs real danger,0,0,-0.84077007
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development pictwittercombfsuxvrk5y,0,0,-0.54376316
moms depression tied kids emotional intellectual development pictwittercom1ppt01a1ig,0,0,-0.59210825
moms depression tied kids emotional intellectual development pictwittercom1bq2pavwag,0,0,-0.544587
moms depression tied kids emotional intellectual development pictwittercomkf8krzpf2t,0,0,-0.5030106
moms depression tied kids emotional intellectual development pictwittercomkxbw40vztd,0,0,-0.5257483
moms depression tied kids emotional intellectual development pictwittercommagtuxq3pe,0,0,-0.54822963
moms depression tied kids emotional intellectual development pictwittercomw0w75igalj,0,0,-0.53698665
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development pictwittercomkz4vsd4cnr,0,0,-0.5026751
think night tonight consist hearty game fortnite depression nap crying fit shameless sleepy time,0,1,0.0653151
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
us allow depression life decisions,0,1,-0.3931243
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
moms depression tied kids emotional intellectual development,0,0,-0.648402
crying im entering deep depression cant eat cant sleep thats worse pain emoji loudly crying face,0,0,-0.96852297
taking depression nap,0,1,-0.22012693
1244 pm depression still bed emoji disappointed face,3,0,-0.7658248
went doctors depression man try prescribe something hopped straight maybe stigma maybe people know take say maybe higher powers saving,0,1,-0.028687976
therapy skype online skypetherapy effective mindfulness therapy overcoming anxiety depression people see big improvements within 34 weeks contact learn schedule skype therapy session,0,2,0.8706053
jonathan lp andrew lf 2016 depression children adolescents university kansas clinical child psychology program,1,1,-0.15367147
hell yeah man youve got thismy depression,0,1,-0.05029969
taught school ever independently researched great depression prove disprove taught,0,1,-0.08990823
aaaaaand comes depression waiting,0,0,-0.49039882
manic depression bipolar disorder thing,0,0,-0.6835565
got mattress topper crippling depression isnt reason want stay bed day,0,0,-0.6969644
exercising regularly cuts risk depression 16 study suggests pictwittercombwubstnjh8,0,1,0.19214797
hmmdid know 350 million people suffer globally help winning universe theres purpose use stardom good cause betterment society,0,1,0.17853683
im cold put jamjams aka depression uniform,0,0,-0.45365867
crescent shaped depression,0,0,-0.53987795
depression cured pictwittercomkuh342ppjg,0,1,-0.21108192
moms depression tied kids emotional intellectual development reuters,0,0,-0.66885394
depression eating rn wan na go sleep got ta go meeting tomorrow im getting told im still bad job hunting everything terrible rn,0,0,-0.9586037
todays beautiful day depression got fucked,0,0,-0.3875194
almost become cool anxiety depression like mental illness isnt cool absolutely terrible terms used disgusting,0,0,-0.9746917
rappers go thru depression everything theyve ever wanted cant relate,0,0,-0.6643185
sits depression corner sobs,0,0,-0.621893
asmr cooking videos cured depression,0,2,0.6399227
youre finally feeling good depression reminds,0,2,0.84538245
depression something doesnt go away deal stay situations going trigger,0,0,-0.6586184
psychology teacher assigned essay depression teens im go,0,1,-0.38250694
interesting mentality thanks replying years battling anxiety depression eating disorder getting help needed havent seen pop things always change maybe dormant,0,1,-0.10479671
lets plays depression culture,0,0,-0.58089936
life getting way depression naps,0,0,-0.44942757
struggle overcome depression payment varies study 500 pinellaspark,6,1,-0.21015415
video cured depression,0,2,0.45547503
id like say beating people frowned uponi exercise keep depression bay guess helps stress definatly relaxinghot bubble baths good book loud music driving windows,0,2,0.50700784
get depression sprinkles,0,1,-0.15490372
idk think like stuffed toys would covered tears sweat bo depression like thanks thanks,0,1,-0.029218003
eating like pig depression,0,0,-0.878484
julia researched lyme disease possibility lyme patients depression anxiety symptoms,0,1,-0.43921992
depression sucks,0,0,-0.9507912
honestly think dandruff trying slick else would touch much caress hands unless theories true might might explain depression maybe would prefer gay,0,0,-0.45926717
lifestyle factors course depression older adults nesdo study via 360 medics,0,1,-0.11421306
daily battle struggle,8,1,-0.3706169
exercising regularly cuts risk depression 16 study suggests pictwittercom4qyir3iknt,0,1,0.19072627
real answers man whos come darkness major,0,1,-0.22029637
um bitchdepression hit like truck today,0,0,-0.9559201
got elevator 30 minutes anxiety depression awoken,4,0,-0.5711185
avocados boost serotonin levels eating good way beat depression,0,2,0.7939915
normal feeling like postpartum depression jst emosht emoji slightly frowning faceemoji disappointed relieved face feeling worried,0,0,-0.63431674
depression like exist,0,0,-0.8231514
slept 11 hours thats excellent gauge bad depression currently,0,2,0.74839336
feel depression session kicking emoji smiling face heartshaped eyesemoji smiling face heartshaped eyes,0,1,0.07380058
really mean know depression bitch nah life good got job man friends family dog cat grades good im great,0,2,0.7964657
imagine god whispering ear letting know everything happening gone every every mistake every failure depression gone gone,8,1,-0.13509895
shoutout depression hitting like brick youre true one honestly always count make shit mood,0,0,-0.8279644
depression 0beck 1,0,1,-0.3042887
vapor funk cured depression,0,2,0.5286715
thread vines cured depression pictwittercom9ak2f5ryoo,0,1,0.32345745
handle loss mother pictwittercomtt7spj7qmg,0,1,-0.3906653
depression message illness lets know must change way made think bringing god back right waysee start preview reduce mental illness suicides highest 30 years psychiatry clue,0,1,-0.28599828
seriouslyppl judgemental makes himher expert depression illness,8,0,-0.9446631
youre able pull depression thats great dont make seem like works work everyone boo mental illnesses ppl cope big spectrum even believe bullshit like,0,2,0.31710693
life really depressing,0,0,-0.95620894
soooooo hate upfront birthdayyyyy chance putting unicorn crown store day celebrate im im day 6 depression realizing missed chance get one emoji loudly crying face,0,0,-0.9406328
ive heard people getting entirely unrelated recommendations like new aaa shooters liked indie puzzle depression gx whateverbut hopefully real related stuff slide,0,1,0.26541948
took depression nap want continue sleeping im,0,1,0.035594553
depression read occurs felt need make decision solve issue may realize time,0,1,-0.31226513
best options depression treatment,0,1,-0.13625567
feeling way years moms dealing lung disease depression kicking ass im tryna impress people barely pick phone ask im shit wild pictwittercomcwvifkqdub,0,0,-0.8197621
fight depression loneliness crime docs thanks golden state scum im watching horrific things becausei never know murder shows alleviate anxiety depression maybe makes feel like detective maybe miss robert stack,0,0,-0.8682335
perfect threesome rcb depression rcbian,0,1,0.09611781
oh definitely depression stems medical conditions help w dietexercisemedsetc practice mindfulness feel much better opposed im mood mindset life sucks life always suck balancing act forsure,9,0,-0.55306196
feel like ending life try zav good programme teach write using ten fingers better razor youre fighting depression know dont wan na anything good way end pain,0,1,0.028282523
lack sexual interest symptom depressionme explains sooo much,0,0,-0.56477237
tried positive actually thought depression fueled positivity havent tried yet,0,1,-0.111765265
emoji weary face depression letting promise trying,3,1,-0.16855982
depression removing self restraint longterm planning due inability picture future beyond whats directly front,0,0,-0.5057025
fffssss depression szn,0,0,-0.62544227
mental illness uniform experience cut dry monopolar depression gets gnarly gets ugly people get hurt dont get claim stigma turn around join mockery others suffering right,3,0,-0.9331781
hold onto depression fades away,2,1,0.050720736
ive read worst ive depression holiday couldnt work properly two weeks row wasnt hectic situation though rest important working achive goals,0,0,-0.9051868
also act self harm brought depression 6 years tory austerity act self help get us brexit madness,0,0,-0.85402966
front row gravure membersback row depression,0,1,-0.38545915
im pretty sure thats called depression,0,0,-0.4862889
small question already getting medical help depression today,0,1,0.040948555
everyone capacity immediately understand material taught everyone strengths weaknesses stress dealing something person isnt generally good overwhelming also depression sucks causes crying,0,0,-0.786505
doctors thinking abt tell doctor idk much meds help depression v much ive distracted retribution excitement thats overcome daily self loathing bad thoughts,0,1,-0.30272627
depression calming chilling take anti depressant pictwittercom13cwwchdsc,0,1,0.24617708
need friendk jb main us naraaz houn wo khana chor mari mari phire depression main chli jae aur dp b remove kr,0,1,-0.27554008
depression myth,0,0,-0.7001656
parents attentive mom anger issues depression abused teenager lost job 15 barely came room dad justidk got less present got older especially divorced,0,0,-0.75394195
depression strikes,0,0,-0.7432705
rainy love rain rain like triggers depression feel like shit rn,0,0,-0.44294178
proceeds may 12 dreambuilders ball support innovations like volunteer companion program donorfunded program volunteers visit patients listen show compassion combat loneliness depression admitted patients,0,2,0.54475045
could one puff cannabis ease depression medical news today,0,1,0.24214314
agreed bullied relentlessly came point leave secondary school home schooled developed panic attacks clinical depression severe anxiety disorder etc things need change,1,0,-0.9273126
youve probably already decided youre going im sure person actually understands hard depression trying make feel bad wishing happy birthday anyway always youemoji heavy red heartemoji heavy red heartxx,0,2,0.6517547
birth control way onslaught horrible side effects one depression,0,0,-0.95420694
fighting depression pictwittercomqnmsdrodqr,0,1,-0.28975928
mother put world knowing life hard n jinks blame bitch depression,0,0,-0.7885738
dp spearheaded huge initiative spread awareness mental health talking depression helps erasing stigma associated wdepression yeah bitter aish fans aishs achievements duplicated dp pc get yall threatened,0,1,0.17261936
aaaaayyyyy momma trynna take depression nap later,0,1,-0.067043684
postbook depression book withdrawal whateva call emoji loudly crying face,0,0,-0.544539
consider strong minded individual ive gone lowest point idk others would handle would hate ppl go depression anxiety mental issue alone,1,0,-0.8525413
well hes idiot doesnt see real like see great smile winning personality shining heartand female engineer boot yes frazzled depression peel back onion nothing laugh beauty inside,0,0,-0.56654495
changes diet cure depression,0,1,0.0776542
could one puff cannabis easedepression pictwittercomz185urghu9,0,1,0.01109013
could one puff cannabis easedepression pictwittercomhxasdjg5mm,0,1,-0.03662629
could one puff cannabis easedepression pictwittercomo1v7mknpkl,0,1,-0.029765677
go mental institution get diploma depression minds,0,0,-0.76718295
added video playlist last words depression based,7,1,-0.21109717
im gon na clean room feel better myselfme haphazardly shoves clothes depression chair drawers,0,2,0.5744593
nothing like crippling anxiety depression building til cry front instructor,0,0,-0.8742972
fight depression productivity,0,0,-0.45329675
depression real idnt wan na,0,0,-0.7057288
depression mental illness stigma taking medication fix stigma people need dont afraid try try something deserve real like im still trying figure im excited 2223,0,2,0.7315178
weed helps depression tho emoji man shrugging medium skin tone,0,1,0.42892632
let depression anxiety rule let affect writing pushing corner blaming everything everyone one failure lack progress work except one thing really causing much long spoke 1623,0,0,-0.75435203
emoji heavy red heartboris emoji raised hand fingers splayed medium light skin toneemoji heavy red heartemoji rainbowemoji dragon,0,1,0.17250293
depression emoji pouting face,0,0,-0.38189986
hasnt depression groan added diagnostic criteria mean 247 im justughughuuuughhhhhhhhhhhuuuuuuuughuuuuuuuuuuuuuuuuuuugh,0,0,-0.91314805
thread months ago took steps address mental health think ive known long time ive anxiety depression issues chose ignore lean turn nose like superior somehow wasnt im 123,0,0,-0.48484316
try keep social activities even dont feel like itll help,0,1,-0.33137625
falling shipping partner pulled depression constantly saying leaving wanted delete dropped flipped account shipped got someone make character,0,0,-0.76576865
cures depression pictwittercomzo9c1hgs73,0,1,-0.23393953
transparent moment sometimes go spurts struggle feel emotion oftentimes make conscious effort feel emotion think happening naturally read somewhere could symptom depression,0,1,-0.26314834
shoutout depression naps,0,1,-0.24786636
senior correspondent member peer support network,0,1,0.009813841
mom died last week dont relatives im alone hard today first day without anxiety depression wan na live give fight like mother,0,0,-0.5579279
isolation depression entrepreneur phil hayesst clair,0,1,-0.27929
episode 13flat fit listen explians overcame severe depression started fitness company tune pictwittercomsaxildoibq,0,1,0.2288324
depression new obsession,0,0,-0.6213448
ive fighting severe depression extreme anxiety 56 years anyone close knows lengths ive went escape im still fighting say feel coming winning end lot around emoji heavy red heart,0,1,-0.33963102
stop dopamine mood elevation norepinehrine activity b receptors increases sympathetic activity serotonin levels decreased anxiety depression oxytocin causes uterine smooth muscle contraction active phase labour period,0,1,-0.26793152
yes depression round yet pictwittercomoiqlygpwbw,0,1,-0.1025549
anhedonic depression,0,0,-0.63592637
im depressed depression always attacks dont feel ok everyday im fighting depression supposed happy today people days doesnt care people feels,0,0,-0.86298776
prescribed medication depression granted illegal sk selling unlike others shes humiliated unable work want keep kicking someone whos already leave alone,0,0,-0.8963716
depression slowly crippling seems days leave house work otherwise im bed,0,0,-0.8825473
next time yall think deepika padukone uses depression struggle sympathy gainer take opinion throw trash shares people like fucking ignorant something 1 5 people face daily basis 3,2,0,-0.94250596
coachella depression isnt real went hardest weekend begging bed shower year lmaooo,0,0,-0.63912344
depression anxiety let know emoji face tears joy,0,1,0.16267388
hear hear ive lived mental illness depression anxiety decades unintentionally celibate issue womens never felt need kill itthese men normal true im tired armchair psych evals,0,0,-0.6741582
lets talk depression pregnancy pictwittercomtk8gyq9v0c,0,1,-0.26668018
im gnna go sleep depression love friends nct wonwoo,0,2,0.8609483
hold phat l depression,0,0,-0.75296205
depression always leads depression realizing leads even depression,0,0,-0.85927504
told cwb worst depression something amazing joy love authors artists never want change,0,2,0.7232324
trump screwing every part financial systems sooner later hes going end sending us depression happened back 1930s man needs read book history economics emoji pouting faceemoji pouting faceemoji pouting face,0,0,-0.9007976
tbt song helped deal depression pictwittercomc1pcxyem51,0,2,0.7510339
couple good days since med change getting bold going hope doc finally found little happinessemoji smiling face smiling eyes pictwittercompgr4baysix,9,2,0.9716891
depression anxiety creeping pictwittercomuxwjl0wuy2,6,0,-0.6813124
depression hunting meemoji tired face,6,0,-0.6824334
depression truck emoji fire,0,0,-0.51808184
im constant state depression,0,0,-0.690971
pulitzer prize winner talks depression suicidal thoughts music therapy via,0,1,-0.11858608
im sorry thats truly case mental health different every person damn research would know homicidal tendencies relate depression way,4,0,-0.7184304
4 years 4 yearsof harassment hatred towards woman wanted take medication depression leave alone please,0,0,-0.8906105
suffer depression pictwittercomjxfgcxyjxr,7,0,-0.6001711
may prevented daily exercise says new study via,8,1,-0.35813898
6 things know childhood depression us news world report,0,1,-0.21432993
finally spoke depression besides believing whole disorder gave blessing go ahead admit hospitalemoji loudly crying faceemoji loudly crying faceemoji loudly crying faceemoji loudly crying faceemoji loudly crying face,0,0,-0.5109779
lots depression thread,0,1,-0.40980193
sadly deep thought think farely difficult describe paralyzing depression struggle stand rights,0,0,-0.78056914
ah vision saw 14 hr depression nap coming way,0,1,-0.17639968
oh ok see period depression gon na double team cuz im little bitch cant stand minor failures know better like letting food expire cooking iti see thx love,0,0,-0.46478328
always try spread positivity dont enough twitter emoji frowning face let know im need anything ive depression anxiety suicidal thoughts attempts curious gendersexuality ill best help 33,0,1,-0.06803091
pulitzer prize winner talks suicidal thoughts music therapy via,0,1,-0.114650235
shame uncertainty short steps away depression anxiety separately together emotions drive brink blot everything else life literally make crazy lewis howes,0,0,-0.7083806
rt treating depression functional medicine pictwittercomq2f1xund8b,0,1,-0.16532412
one puff cannabis found reduce depression read pictwittercomufvae5zyvo,0,1,0.24620244
tried regular conversations depression hes open anything hes also moody around mostly im terrible friend eventually wretched terrible side took decided enough,0,0,-0.8776538
depression youre like since arrived world,0,0,-0.52679384
depression drug addiction dont blend,0,0,-0.8639738
korea hypocritical country cry death someone died depression harass woman tried cure depression pictwittercomq4qxklakn7,0,0,-0.9291258
trust know know well depression anxiety feel like,0,0,-0.6649609
life one long anxiety attack strewn depression etc bad undwell,0,0,-0.9307354
cooked depression,0,0,-0.5963584
know one type depression take read share blog raise awareness,0,1,-0.14447242
depression panic attackpeople get itme suicidepeople omg poor little girl happened made end life like thispeople dont care bout u u r alive care bout u get news bout uits true said pictwittercombvrxuhwkp6,0,0,-0.8670134
hes extremely emotional person would honestly rather sank depression go way,0,0,-0.81050974
ask hn effective methods fight depression,0,1,-0.13234003
im miserable type wants company im type whats left alone maybe thats depression,0,0,-0.83234644
love good depression nap,0,2,0.87693197
mom told depression started cutting told issues ed told im hypersensitive,0,0,-0.78473777
mean think im funny apparently social media slight cause concern may cause depression previously mentally stable viewers eh soz opps x,5,0,-0.65717053
early bird depression turned unwilling night owl worst,0,0,-0.9375402
study identifies new method treat bipolar depression pictwittercom9zidakezjw,0,1,0.005515307
obama got us severe recessiondepression bush got us thats fact cant change typical magat cheeky remark,0,0,-0.72112954
million memes daykeep depression away,0,1,0.37660488
sonic mania plus cured depression,0,2,0.66791743
crippling depression road chair,0,0,-0.6941054
thats absolutely true really shouldnt talk like depression making feel like isnt really,0,1,-0.24932782
love struggled depression high school need lift,8,1,-0.010536864
oh okay solid week feeling normal good positive slipped back feel terrible deepness depression swear youll carry feeling good wont slip back hate urself 4,0,2,0.46797335
went straight depression,0,0,-0.65268356
dont settle defeat wants overcome,0,1,0.02535145
todays depression brought overwhelming sense detachment followed past transgressions gon na good day emoji unamused face,0,1,-0.049953803
took fattest depressionsickness nap wow im proud,0,2,0.9062971
people mental illnesses,0,0,-0.7764363
1 4 sa workers suffers depression shared via,0,0,-0.524885
love depression hour pictwittercomxkad37qe7o,0,2,0.67729074
largepopulation studies look associations resulted list genes mutated create risk depression anxiety ex mdd1 mdd2 related major depression disorders list growing many genes playing role ns,0,0,-0.623419
common may think shares process piece,0,1,-0.049817737
exercise depression sweating good mental health,0,1,0.23330471
ask hn effective methods fight depression cmts,0,1,-0.1554811
used live battle back operation 5 years said depression causing 247 muscle spasms eventually got discovered body rejecting spinal rods inserted 9,0,0,-0.7294849
support scientifically debunked fact youve clearly never experienced severe mental illness situational depression long term depression thing suggest research genetic factors cause depression bipolar,0,0,-0.70524126
young life podcast depression 101 via,0,1,-0.24617617
ask hn effective methods fight depression,0,1,-0.13234003
depression drug addiction dont blend,0,0,-0.8639738
exercising regularly cuts risk depression 16 study suggests,0,1,0.22501624
photo cleared acne cured depression extended lifespan pictwittercomjze6yfy2uj,0,2,0.5420059
ok whens summer coming like snow rain making seasonal depression stay longer,0,1,-0.104087844
probably living street eating soup kitchens sort depression disorder,0,0,-0.7206976
holding 24hour charity stream dedicated someone struggled depression charity near dear heart tune friday show support guys pictwittercomesljdighjf,0,1,0.44539225
single drag alleviate depression 2 ease anxiety 10 slash stressstudy sheds light psychoactive compounds cannabis affect levels stress anxiety depression,0,1,0.050222628
ill agree disagree solving selfesteem depression issue stops ever getting murderous obsession imo,0,1,-0.26330978
honest truth part genesis curriculum something kids face world today depression pictwittercomounvazorhe,0,1,-0.1332745
tried buy tickets may 5th brea stubhub bought charging 3x price friend social worker said battling depression really wanted bring laugh together salaries cant pictwittercomrcxoc5g0kx,0,1,-0.08779468
looking gave depression depression,0,0,-0.70899004
depression existsme today bitch,0,0,-0.9015756
aesthetic depression mood anxiety,0,0,-0.60922563
know praying woman please pray im going depression bad something got give cant take much keep prayers im going harm myselfi lost wife last year rough married 41 years,0,0,-0.6946323
jst waste society kenya dont know insulting someone cause brain damage im talking depression,0,0,-0.94610834
could one puff cannabis easedepression,0,1,0.052404568
depression moodemoji heavy check mark,0,1,-0.17950556
depression sparkles fading sunshine,0,1,0.15476787
liked video stories great depression,8,2,0.9079282
